header,true_label,true_label_id,pred_label,pred_label_id,second_best_label,confidence,entropy,margin,correct,original_label,prob_None,prob_DNA,prob_DNA/Academ-1,prob_DNA/CMC,prob_DNA/Kolobok,prob_DNA/P,prob_DNA/PIF-Harbinger,prob_DNA/PiggyBac,prob_DNA/Sola-2,prob_DNA/TcMar-Tc1,prob_DNA/hAT
hAT_640-aRhiDor#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20062762,2.3126833,0.08628061,False,DNA/hAT,0.20062762,0.062786296,0.077329315,0.089271,0.102523535,0.11434702,0.05341646,0.06465694,0.109201655,0.051903166,0.07393701
hAT_91-aRhiDor#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20022035,2.3132892,0.08597232,False,DNA/hAT,0.20022035,0.063138336,0.07741802,0.08918095,0.10249794,0.11424803,0.053441197,0.06481668,0.109115094,0.05194777,0.07397568
hAT_161-aRhiDor#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20052226,2.312906,0.086269334,False,DNA/hAT,0.20052226,0.0631682,0.07732679,0.08915616,0.10245633,0.114252925,0.053361405,0.06481928,0.109211676,0.051823944,0.07390104
hAT_169-aRhiDor#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.2004793,2.3129995,0.086253084,False,DNA/hAT,0.2004793,0.06323479,0.07734112,0.08911095,0.102459066,0.114226215,0.053370517,0.06485122,0.1091794,0.05182931,0.07391814
hAT_230-aRhiDor#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20025648,2.3132994,0.0860074,False,DNA/hAT,0.20025648,0.063345164,0.07739451,0.089069344,0.10237317,0.11424908,0.05344028,0.0648966,0.10918346,0.051859017,0.07393282
hAT_337-aRhiDor#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20036156,2.3131657,0.08618299,False,DNA/hAT,0.20036156,0.06332142,0.07736957,0.08913951,0.10244811,0.114178576,0.05337234,0.06489129,0.1091495,0.051830195,0.07393788
hAT_351-aRhiDor#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20037688,2.3132117,0.086245045,False,DNA/hAT,0.20037688,0.06337482,0.07738561,0.08907567,0.102433406,0.11413184,0.05338714,0.064917766,0.10913414,0.05183706,0.07394568
hAT_354-aRhiDor#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20049317,2.3130348,0.08631661,False,DNA/hAT,0.20049317,0.06333209,0.07732792,0.08909541,0.10249733,0.114176564,0.05336146,0.06489572,0.109120846,0.051817086,0.0738824
hAT_377-aRhiDor#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20015343,2.3134408,0.08595316,False,DNA/hAT,0.20015343,0.06345672,0.077376895,0.08904507,0.102447756,0.114200264,0.053405985,0.064960316,0.10913762,0.05187108,0.073944815
hAT_386-aRhiDor#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.19999363,2.3136566,0.0858033,False,DNA/hAT,0.19999363,0.06349173,0.07741919,0.08908029,0.10241175,0.114190325,0.053453047,0.06499797,0.10910651,0.051903553,0.07395195
hAT_417-aRhiDor#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20028031,2.313275,0.08605027,False,DNA/hAT,0.20028031,0.063311465,0.077424094,0.08906488,0.102444366,0.11423004,0.0533941,0.064905785,0.109116875,0.051880766,0.07394733
hAT_446-aRhiDor#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20044181,2.3131168,0.08630321,False,DNA/hAT,0.20044181,0.06341093,0.07732957,0.089070916,0.102511264,0.114138596,0.05333705,0.06493727,0.1091046,0.051812686,0.07390543
hAT_453-aRhiDor#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20045605,2.3130984,0.08625124,False,DNA/hAT,0.20045605,0.063436635,0.077311695,0.089014314,0.1024677,0.11420482,0.053343784,0.06497153,0.10911992,0.051797874,0.07387559
hAT_489-aRhiDor#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20023933,2.3134415,0.08613193,False,DNA/hAT,0.20023933,0.063585244,0.0773868,0.089050926,0.10236769,0.1141074,0.053335764,0.06501293,0.10910048,0.051880393,0.07393309
hAT_501-aRhiDor#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20000976,2.3136694,0.08583538,False,DNA/hAT,0.20000976,0.06355747,0.0774202,0.0890401,0.102425605,0.11417438,0.05344699,0.06502951,0.109075494,0.051889174,0.07393122
hAT_557-aRhiDor#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.19995765,2.3137562,0.08579948,False,DNA/hAT,0.19995765,0.06369749,0.07743934,0.08896024,0.102372184,0.114158176,0.053453606,0.06505159,0.10911145,0.051845055,0.07395324
hAT_581-aRhiDor#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20057745,2.3130045,0.08648785,False,DNA/hAT,0.20057745,0.06354555,0.077297956,0.08900625,0.10252177,0.1140896,0.053293247,0.0649839,0.109086,0.051735207,0.07386308
hAT_591-aRhiDor#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.19987729,2.3138278,0.0857155,False,DNA/hAT,0.19987729,0.06365105,0.07740972,0.08904871,0.10241883,0.11416179,0.05344318,0.06506635,0.109089434,0.051910825,0.073922776
hAT_605-aRhiDor#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20013139,2.313651,0.08606529,False,DNA/hAT,0.20013139,0.063834116,0.077419825,0.088955484,0.102335304,0.114066094,0.05335888,0.06510132,0.10904145,0.051820915,0.07393521
hAT_616-aRhiDor#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20001781,2.313679,0.08586694,False,DNA/hAT,0.20001781,0.06371089,0.07745008,0.088952,0.10238063,0.11415087,0.053417295,0.06507169,0.109110534,0.051811427,0.07392674
hAT_620-aRhiDor#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.2000054,2.313726,0.08586817,False,DNA/hAT,0.2000054,0.06372108,0.07740286,0.088964224,0.10242859,0.114137225,0.053424943,0.0650977,0.109052464,0.051852386,0.073913135
hAT_639-aRhiDor#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20023683,2.3133934,0.08599641,False,DNA/hAT,0.20023683,0.06355285,0.077373065,0.088965915,0.10244393,0.114240415,0.05340528,0.064992234,0.10906773,0.051846415,0.07387529
PiggyBac_10-aRhiDor#DNA/PiggyBac,DNA/PiggyBac,7,None,0,DNA/P,0.20209968,2.3094318,0.085926495,False,DNA/PiggyBac,0.20209968,0.060654946,0.07626222,0.08933737,0.10356629,0.116173185,0.053594645,0.06396346,0.10963407,0.051770322,0.072943784
hAT_684-aRhiDor#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20001951,2.3137422,0.0859439,False,DNA/hAT,0.20001951,0.06375011,0.07740524,0.08895149,0.10241697,0.11407561,0.05341502,0.065085575,0.1090688,0.051865194,0.07394646
hAT_718-aRhiDor#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20033313,2.3134258,0.086333215,False,DNA/hAT,0.20033313,0.06378749,0.07737221,0.08897124,0.102375336,0.11399992,0.05330575,0.065078124,0.1090568,0.051803347,0.073916614
hAT_728-aRhiDor#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20005786,2.3137026,0.085907,False,DNA/hAT,0.20005786,0.06384368,0.07737083,0.088926725,0.10235875,0.11415087,0.053404592,0.06511357,0.10906521,0.05183824,0.073869646
hAT_735-aRhiDor#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.19981009,2.3139663,0.08566061,False,DNA/hAT,0.19981009,0.0638976,0.07746027,0.088858396,0.102357745,0.11414948,0.05344739,0.06514862,0.10910262,0.051827874,0.07393989
hAT_745-aRhiDor#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20040488,2.3133028,0.08628574,False,DNA/hAT,0.20040488,0.06375116,0.07731171,0.08893073,0.10245716,0.11411914,0.05334458,0.06507861,0.1090044,0.051771965,0.073825635
hAT_763-aRhiDor#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.19967495,2.3141623,0.08555606,False,DNA/hAT,0.19967495,0.063944,0.077500924,0.088864125,0.102301545,0.11411889,0.053466048,0.065201685,0.10910004,0.05186281,0.07396498
hAT_781-aRhiDor#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.19991837,2.313833,0.08570948,False,DNA/hAT,0.19991837,0.063850515,0.077475205,0.08888371,0.10232746,0.11420889,0.0534264,0.06507132,0.10906027,0.051836103,0.0739417
hAT_800-aRhiDor#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.19998428,2.3137784,0.08584174,False,DNA/hAT,0.19998428,0.0638601,0.077423856,0.08887481,0.102361836,0.114142545,0.053418014,0.065122284,0.10907932,0.051811878,0.07392108
hAT_865-aRhiDor#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.1999265,2.3138525,0.0857888,False,DNA/hAT,0.1999265,0.0639219,0.07742628,0.08885749,0.10238219,0.114137694,0.05344274,0.06516864,0.10906446,0.051781587,0.07389057
hAT_890-aRhiDor#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.2000357,2.313851,0.08602982,False,DNA/hAT,0.2000357,0.064141035,0.07738721,0.088880844,0.10234045,0.114005886,0.05333937,0.06521935,0.108983204,0.051791023,0.07387587
hAT_896-aRhiDor#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.19987412,2.313931,0.08573722,False,DNA/hAT,0.19987412,0.06393244,0.07741471,0.08888547,0.1023641,0.1141369,0.053421535,0.06518331,0.1090539,0.051850077,0.07388341
hAT_926-aRhiDor#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.19984342,2.3139899,0.085744634,False,DNA/hAT,0.19984342,0.06403112,0.077433236,0.08880619,0.10234253,0.11409879,0.053409576,0.06523163,0.109080106,0.051807135,0.07391632
hAT_976-aRhiDor#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.19946021,2.314554,0.08540861,False,DNA/hAT,0.19946021,0.06444028,0.07749511,0.08867595,0.1023208,0.114051595,0.053456835,0.06539024,0.10897466,0.051811103,0.073923185
hAT_980-aRhiDor#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.19946726,2.3145766,0.08547726,False,DNA/hAT,0.19946726,0.06439999,0.07758809,0.08871864,0.102225125,0.113989994,0.05344813,0.0653175,0.10899709,0.051839456,0.074008785
hAT_982-aRhiDor#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.1996054,2.3143966,0.085593306,False,DNA/hAT,0.1996054,0.064330675,0.07753165,0.08872196,0.10226185,0.1140121,0.053432968,0.06531268,0.10900596,0.05182619,0.07395858
hAT_17-aRhiDor#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.19943845,2.3146002,0.08540994,False,DNA/hAT,0.19943845,0.06451944,0.07751699,0.08864083,0.10221518,0.11402851,0.053442784,0.06542535,0.10905099,0.05179501,0.07392643
hAT_38-aRhiDor#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.19935545,2.314773,0.08544872,False,DNA/hAT,0.19935545,0.06470974,0.077493176,0.08865708,0.102226265,0.11390673,0.05342194,0.06549174,0.109010905,0.0517963,0.07393063
hAT_80-aRhiDor#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.19949609,2.314557,0.08548918,False,DNA/hAT,0.19949609,0.064595796,0.07751961,0.08857561,0.10231178,0.11400691,0.053438615,0.06542217,0.10897339,0.051754706,0.07390535
hAT_95-aRhiDor#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.1992685,2.3149393,0.08536506,False,DNA/hAT,0.1992685,0.06493598,0.07750803,0.0885215,0.10223866,0.11390345,0.053449273,0.06554902,0.10895423,0.05177164,0.07389973
hAT_137-aRhiDor#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.19840464,2.3161774,0.084742285,False,DNA/hAT,0.19840464,0.065805696,0.07775315,0.088123836,0.102005176,0.113662355,0.053482115,0.06601417,0.10897356,0.051717833,0.07405751
hAT_139-aRhiDor#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.19919688,2.315007,0.085240275,False,DNA/hAT,0.19919688,0.06494031,0.07752886,0.088484794,0.10219436,0.1139566,0.05346422,0.06559672,0.108972766,0.051759586,0.07390496
hAT_44-aSpeBom#DNA,DNA,1,None,0,DNA/P,0.20461132,2.3061159,0.08748427,False,DNA,0.20461132,0.06304999,0.07435831,0.088508524,0.10397993,0.117127046,0.053230096,0.06399209,0.110006295,0.050448675,0.07068778
PiggyBac_1-aXenPet#DNA/PiggyBac,DNA/PiggyBac,7,None,0,DNA/P,0.20171466,2.3103776,0.0861353,False,DNA/PiggyBac,0.20171466,0.061213944,0.07652476,0.08952008,0.103148244,0.11557937,0.053513788,0.06424862,0.10952481,0.05184607,0.07316559
hAT_33-aXenPet#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.19985746,2.3136175,0.08503074,False,DNA/hAT,0.19985746,0.06349632,0.07705728,0.088702306,0.10271139,0.11482672,0.053666897,0.06519171,0.109073095,0.051932048,0.07348482
hAT_68-aXenPet#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.1997644,2.3137393,0.08495512,False,DNA/hAT,0.1997644,0.06356651,0.07711778,0.08868588,0.10262856,0.11480928,0.05366036,0.065194376,0.10910942,0.051930305,0.073533155
PIF-Harbinger_3-aXenPet#DNA/PIF-Harbinger,DNA/PIF-Harbinger,6,None,0,DNA/P,0.20004544,2.3133092,0.085290074,False,DNA/PIF-Harbinger,0.20004544,0.063432895,0.077168435,0.08883384,0.102514446,0.11475536,0.053562988,0.06510885,0.10924571,0.051741045,0.07359097
hAT_135-aXenPet#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.19979349,2.3137531,0.08502956,False,DNA/hAT,0.19979349,0.06359761,0.077105924,0.088585585,0.10280796,0.11476393,0.053652186,0.06523902,0.108968146,0.05193106,0.07355508
hAT_215-aXenPet#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.19984151,2.3137465,0.08512636,False,DNA/hAT,0.19984151,0.063735746,0.077086,0.088601194,0.102664225,0.11471515,0.053629573,0.06526251,0.10904375,0.05189538,0.07352494
hAT_256-aXenPet#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.19975583,2.3137991,0.08496249,False,DNA/hAT,0.19975583,0.06367234,0.077113755,0.08862004,0.1026219,0.114793345,0.053660326,0.06522005,0.10906965,0.05191611,0.07355666
hAT_268-aXenPet#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.19956355,2.314049,0.084850326,False,DNA/hAT,0.19956355,0.0637426,0.07715905,0.08867014,0.10262814,0.11471322,0.053670127,0.06524841,0.109051526,0.05195094,0.07360234
hAT_288-aXenPet#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.19978352,2.3138077,0.085071124,False,DNA/hAT,0.19978352,0.06377312,0.07712127,0.08860156,0.10261752,0.114712395,0.053627197,0.065268606,0.10907777,0.051884793,0.073532306
hAT_307-aXenPet#DNA,DNA,1,None,0,DNA/P,0.20159647,2.3105423,0.08590274,False,DNA,0.20159647,0.061209336,0.076452225,0.08934408,0.1032108,0.115693726,0.05363701,0.06423378,0.10951632,0.05196498,0.0731413
hAT_312-aXenPet#DNA,DNA,1,None,0,DNA/P,0.20170856,2.3104503,0.086015336,False,DNA,0.20170856,0.061243325,0.07637696,0.08934378,0.103265576,0.11569322,0.053632542,0.06424815,0.10945207,0.051979687,0.07305612
hAT_335-aXenPet#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.1998976,2.3136845,0.08518558,False,DNA/hAT,0.1998976,0.06380232,0.07711676,0.08854916,0.10258528,0.11471202,0.053599343,0.065262996,0.10909917,0.051838268,0.07353709
hAT_5-bCatUst#DNA,DNA,1,None,0,DNA/P,0.19954537,2.3152905,0.086018555,False,DNA,0.19954537,0.07267977,0.07549527,0.08607574,0.102610946,0.11352681,0.052888315,0.067577176,0.108271375,0.049908303,0.07142096
hAT_6-fAciRut#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20292023,2.3076632,0.08597686,False,DNA/hAT,0.20292023,0.059472047,0.07590609,0.08956184,0.103998296,0.11694337,0.053628482,0.06326606,0.10981751,0.051780477,0.072705574
PiggyBac_2-fAciRut#DNA/PiggyBac,DNA/PiggyBac,7,None,0,DNA/P,0.20245135,2.309039,0.08559124,False,DNA/PiggyBac,0.20245135,0.06189097,0.07607975,0.08823933,0.10342214,0.11686011,0.053734448,0.063874505,0.109749615,0.051240277,0.072457485
TcMar-Tc1_35-fAciRut#DNA/TcMar-Tc1,DNA/TcMar-Tc1,9,None,0,DNA/P,0.20430389,2.3059993,0.08655446,False,DNA/TcMar-Tc1,0.20430389,0.060567074,0.074862815,0.08835956,0.104460925,0.11774943,0.053719103,0.06335515,0.109894924,0.05127515,0.07145209
TcMar-Tc1_45-fAciRut#DNA/TcMar-Tc1,DNA/TcMar-Tc1,9,None,0,DNA/P,0.20560664,2.303641,0.08740052,False,DNA/TcMar-Tc1,0.20560664,0.059706293,0.07440605,0.08867983,0.105092034,0.11820612,0.053348843,0.06279022,0.1099981,0.050990287,0.07117551
hAT_9-fAmbSpe#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20262545,2.3086007,0.08608565,False,DNA/hAT,0.20262545,0.060970407,0.07580166,0.08902033,0.10384879,0.116539806,0.053448457,0.06379566,0.10972315,0.05159718,0.07262903
TcMar-Tc1_3-fAmbSpe#DNA/TcMar-Tc1,DNA/TcMar-Tc1,9,None,0,DNA/P,0.20249543,2.308939,0.08524489,False,DNA/TcMar-Tc1,0.20249543,0.06270697,0.07547535,0.087706536,0.103830166,0.11725054,0.053781334,0.0641627,0.10967991,0.051093392,0.07181767
TcMar-Tc1_5-fAmiCal#DNA/TcMar-Tc1,DNA/TcMar-Tc1,9,None,0,DNA/P,0.20487505,2.3050842,0.0864735,False,DNA/TcMar-Tc1,0.20487505,0.061520603,0.07456042,0.087523416,0.104663014,0.11840155,0.053705722,0.06318242,0.10996369,0.050711293,0.07089286
TcMar-Tc1_17-fAmmMar#DNA/TcMar-Tc1,DNA/TcMar-Tc1,9,None,0,DNA/P,0.20335563,2.3077183,0.086042464,False,DNA/TcMar-Tc1,0.20335563,0.061893415,0.07527736,0.08801389,0.10406627,0.11731316,0.053739212,0.063726276,0.10968041,0.05115761,0.071776815
TcMar-Tc1_19-fAmmMar#DNA/TcMar-Tc1,DNA/TcMar-Tc1,9,None,0,DNA/P,0.20318943,2.3078349,0.08587076,False,DNA/TcMar-Tc1,0.20318943,0.061877366,0.07533337,0.08796947,0.10407214,0.117318675,0.053732466,0.06380028,0.109786354,0.051106885,0.07181361
TcMar-Tc1_26-fAmmMar#DNA/TcMar-Tc1,DNA/TcMar-Tc1,9,None,0,DNA/P,0.20487855,2.3046222,0.08659082,False,DNA/TcMar-Tc1,0.20487855,0.05920694,0.074389145,0.088906154,0.10519159,0.118287735,0.053901885,0.06271857,0.109729216,0.05149353,0.07129663
P_1-fAmmMar#DNA/P,DNA/P,5,None,0,DNA/P,0.20497237,2.305245,0.08750723,False,DNA/P,0.20497237,0.06183343,0.07471976,0.08790728,0.10419059,0.11746514,0.0530865,0.0636175,0.110353544,0.050563663,0.07129023
TcMar-Tc1_1-fAnaTes#DNA/TcMar-Tc1,DNA/TcMar-Tc1,9,None,0,DNA/P,0.20374835,2.30667,0.08581371,False,DNA/TcMar-Tc1,0.20374835,0.06165641,0.074980855,0.08775831,0.104406916,0.11793464,0.05374698,0.06361914,0.109998755,0.050903935,0.07124574
TcMar-Tc1_4-fAstCal#DNA/TcMar-Tc1,DNA/TcMar-Tc1,9,None,0,DNA/P,0.2032685,2.3076909,0.08617092,False,DNA/TcMar-Tc1,0.2032685,0.060771696,0.0756432,0.08860363,0.10394864,0.11709758,0.053683717,0.06350421,0.10969705,0.051460452,0.07232136
hAT_63-fAstCal#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20564257,2.303137,0.086458206,False,DNA/hAT,0.20564257,0.060052488,0.074015066,0.08830013,0.10509714,0.11918436,0.053699568,0.06274469,0.11019041,0.050606932,0.07046658
P_1-fAstMex#DNA/P,DNA/P,5,None,0,DNA/P,0.20174809,2.3100858,0.085843384,False,DNA/P,0.20174809,0.061133638,0.07647735,0.08922429,0.10344208,0.115904704,0.053552583,0.064042225,0.10956631,0.051780794,0.073127925
hAT_34-fAstMex#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20252767,2.3086348,0.085818745,False,DNA/hAT,0.20252767,0.060576133,0.07592878,0.08904344,0.10392648,0.11670893,0.05365481,0.06365862,0.10964454,0.051728845,0.07260173
hAT_51-fAstMex#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20263,2.3087342,0.08581255,False,DNA/hAT,0.20263,0.061470788,0.075725734,0.088381186,0.10390675,0.11681745,0.053684965,0.06396945,0.10963638,0.051434845,0.07234249
TcMar-Tc1_26-fAstMex#DNA/TcMar-Tc1,DNA/TcMar-Tc1,9,None,0,DNA/P,0.20604363,2.3026538,0.08718207,False,DNA/TcMar-Tc1,0.20604363,0.059260674,0.074261114,0.08835439,0.10501501,0.11886156,0.05359652,0.06256341,0.110401526,0.05074789,0.0708943
TcMar-Tc1_59-fAstMex#DNA/TcMar-Tc1,DNA/TcMar-Tc1,9,None,0,DNA/P,0.2043214,2.305784,0.086377665,False,DNA/TcMar-Tc1,0.2043214,0.060593028,0.074785836,0.0882954,0.10453274,0.117943734,0.053699806,0.06318032,0.11000117,0.0512112,0.07143535
TcMar-Tc1_63-fAstMex#DNA/TcMar-Tc1,DNA/TcMar-Tc1,9,None,0,DNA/P,0.20482734,2.3044562,0.08616846,False,DNA/TcMar-Tc1,0.20482734,0.05987065,0.07467302,0.08820618,0.10456373,0.11865888,0.053618528,0.06277639,0.11043962,0.051034186,0.07133149
CMC_3-fAulStu#DNA/CMC,DNA/CMC,3,None,0,DNA/P,0.2032869,2.3068035,0.085913606,False,DNA/CMC,0.2032869,0.058668885,0.075753026,0.08971391,0.104284756,0.117373295,0.053736057,0.06292324,0.10980515,0.051863164,0.072591655
TcMar-Tc1_2-fAulStu#DNA/TcMar-Tc1,DNA/TcMar-Tc1,9,None,0,DNA/P,0.20155893,2.3104143,0.08522759,False,DNA/TcMar-Tc1,0.20155893,0.061970036,0.076183476,0.08833184,0.103480145,0.11633135,0.053763263,0.0641915,0.10967025,0.05170957,0.07280963
TcMar-Tc1_16-fAulStu#DNA,DNA,1,None,0,DNA/P,0.20557573,2.303299,0.086904615,False,DNA,0.20557573,0.058839105,0.07428164,0.08892589,0.10526141,0.11867112,0.053723127,0.062463395,0.109980755,0.051182333,0.07109549
TcMar-Tc1_26-fAulStu#DNA/TcMar-Tc1,DNA/TcMar-Tc1,9,None,0,DNA/P,0.20498765,2.3050196,0.086806916,False,DNA/TcMar-Tc1,0.20498765,0.061856244,0.07427232,0.0875917,0.10460708,0.11818073,0.05353548,0.06344639,0.11012163,0.050595593,0.07080518
PIF-Harbinger_4-fBarBar#DNA/PIF-Harbinger,DNA/PIF-Harbinger,6,None,0,DNA/P,0.20473394,2.3053322,0.08677952,False,DNA/PIF-Harbinger,0.20473394,0.061246503,0.0747251,0.08794596,0.10466314,0.11795442,0.05355243,0.06353575,0.10985946,0.050609387,0.07117387
PIF-Harbinger_7-fBarBar#DNA/PIF-Harbinger,DNA/PIF-Harbinger,6,None,0,DNA/P,0.20476854,2.3046072,0.086455345,False,DNA/PIF-Harbinger,0.20476854,0.06009039,0.07432672,0.088753015,0.104818135,0.11831319,0.05365687,0.06294689,0.11026243,0.050934415,0.07112941
hAT_15-fBorAnt#DNA,DNA,1,None,0,DNA/P,0.20322499,2.3080833,0.08734185,False,DNA,0.20322499,0.060311947,0.0758883,0.08957045,0.10373609,0.115883134,0.053386208,0.06366965,0.10976344,0.0517093,0.07285651
PIF-Harbinger_7-fBorAnt#DNA/PIF-Harbinger,DNA/PIF-Harbinger,6,None,0,DNA/P,0.20105173,2.3117907,0.085643396,False,DNA/PIF-Harbinger,0.20105173,0.06399305,0.07637103,0.08830511,0.10298272,0.11540833,0.053482577,0.06489261,0.109396614,0.051298335,0.07281795
Kolobok_5-fBorAnt#DNA/Kolobok,DNA/Kolobok,4,None,0,DNA/P,0.20387396,2.3064334,0.086601764,False,DNA/Kolobok,0.20387396,0.060036346,0.07535916,0.08907726,0.10426316,0.1172722,0.053472687,0.06328229,0.10987816,0.05132533,0.07215947
hAT_56-fBorAnt#DNA,DNA,1,None,0,DNA/P,0.20268552,2.3087578,0.086139806,False,DNA,0.20268552,0.061680276,0.07579123,0.08859674,0.103727184,0.116545714,0.053515233,0.063923806,0.10971541,0.051400214,0.072418734
hAT_87-fBorAnt#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20465071,2.3055234,0.086583346,False,DNA/hAT,0.20465071,0.061776817,0.07464647,0.08760426,0.104343124,0.11806737,0.053575084,0.063456394,0.11016485,0.050669007,0.07104593
hAT_95-fBorAnt#DNA,DNA,1,None,0,DNA/P,0.20524552,2.3039904,0.086004965,False,DNA,0.20524552,0.06142772,0.074248105,0.08726502,0.10467545,0.11924056,0.053659115,0.06305969,0.11035404,0.050363913,0.07046084
hAT_19-fCaeTer#DNA,DNA,1,None,0,DNA/P,0.2040258,2.3061464,0.0861353,False,DNA,0.2040258,0.06029778,0.07518683,0.08859851,0.104368694,0.11789051,0.053745653,0.06314407,0.10979065,0.051205263,0.0717462
hAT_28-fCaeTer#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20843954,2.298537,0.08728494,False,DNA/hAT,0.20843954,0.060939964,0.07273598,0.086443104,0.10598996,0.12115461,0.053476274,0.062319994,0.11065501,0.049413756,0.068431795
hAT_24-fCarCar#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20322406,2.307679,0.08643632,False,DNA/hAT,0.20322406,0.060816582,0.075614825,0.08899601,0.10382065,0.11678775,0.05342843,0.06364712,0.1099289,0.051382177,0.07235352
hAT_27-fCarCar#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20239785,2.308772,0.08554405,False,DNA/hAT,0.20239785,0.06058294,0.075685404,0.088919975,0.104152545,0.1168538,0.053806506,0.06370674,0.10957076,0.0518319,0.07249161
TcMar-Tc1_4-fCarCar#DNA/TcMar-Tc1,DNA/TcMar-Tc1,9,None,0,DNA/P,0.20406054,2.3056958,0.0860375,False,DNA/TcMar-Tc1,0.20406054,0.059355427,0.07513407,0.08917981,0.10441719,0.11802304,0.053715568,0.06290395,0.109921575,0.051379994,0.07190889
TcMar-Tc1_11-fCarCar#DNA/TcMar-Tc1,DNA/TcMar-Tc1,9,None,0,DNA/P,0.20397963,2.3060637,0.08588674,False,DNA/TcMar-Tc1,0.20397963,0.060530823,0.074643254,0.0885084,0.1048189,0.11809289,0.053733673,0.06317998,0.10979879,0.051385462,0.071328215
hAT_3-fCheLab#DNA,DNA,1,None,0,DNA/P,0.20141543,2.3103426,0.08528131,False,DNA,0.20141543,0.060833,0.07649814,0.08919224,0.103565544,0.11613412,0.053697914,0.06402887,0.10952215,0.051945258,0.07316726
TcMar-Tc1_5-fCheLab#DNA/TcMar-Tc1,DNA/TcMar-Tc1,9,None,0,DNA/P,0.20443678,2.305499,0.086384416,False,DNA/TcMar-Tc1,0.20443678,0.060300604,0.07501389,0.08835225,0.10445582,0.11805236,0.05362723,0.06311468,0.10998209,0.051074058,0.07159018
hAT_14-fCheLab#DNA,DNA,1,None,0,DNA/P,0.2061573,2.3024826,0.08688442,False,DNA,0.2061573,0.060744405,0.07388054,0.08778227,0.10516396,0.11927288,0.053435057,0.062675625,0.110378936,0.050330825,0.07017825
